Howtext,이름,Function,Company,Shape,Howword,Except,Companyinfo
"1일 3회, 1회 1포씩 온수 또는 냉수 한컵에 넣고 녹인 후 섭취",홍삼차, 1. 면역력 증진 2. 피로개선 3. 혈소판 응집 억제를 통한 혈액흐름 4. 기억력 개선 5. 항산화에 도움을 줄 수 있음 기억력개선에 도움을 줄 수 있음,대동고려삼(주),분말,,"1) 홍삼성분에 특이반응이 있거나 알레르기 체질인 경우 성분확인 후 섭취

2) 제품의 개봉 또는 섭취시에 포장재에 의해 상처를 입을 수도 있으니 주의가 필요

3) 의약품(당뇨치료제,혈액응고제)복용 시 섭취에 주의",
"1일 3회, 1회 1g을 온수 또는 냉수에 타서 섭취",홍삼분, 1. 면역력 증진 2. 피로개선 3. 혈소판 응집 억제를 통한 혈액흐름 4. 기억력 개선 5. 항산화에 도움을 줄 수 있음,(주)한국인삼공사,분말,,15세 이하의 어린이는 위 섭취량의 절반정도를 섭취,
"1일 1회 ,1회 1g(약 한스푼) 직접 또는 물과 함께 섭취하십시오",정글베베 밀크아연 파우더,"[아연] 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요

[비타민E] 1. 유해산소로부터 세포를 보호하는데 필요",네이처퓨어코리아(주),분말,," 1.  과량섭취 시 부작용이 있을 수 있음.

 2.  특정원료에 알레르기가 있거나 질병치료 약물투여 중인 분은 섭취 전 전문가와 상의하십시오.

 3.  유통기한이 경과된 제품은 섭취하지 마십시오.",
"1일 1회, 1회 1캅셀을 물과 함께 섭취하십시오.",쏘팔메토,전립선 건강의 유지에 도움을 줄 수 있습니다.(기타기능Ⅱ),코스맥스바이오(주),캡슐,," 1. 임산부, 수유여성은 섭취에 주의 2. 매스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음섭취 시 목에 걸리거나 불편할 수 있으므로 반드시 물과 함께 섭취하십시오. 

섭취 시 위장장애, 소화불량의 증상이 있을 경우 섭취를 중단하십시오. 

개인의 신체 상태에 따라 이상 증상이 생길 경우 섭취를 중단하십시오. 

섭취 전 제품에 이상이 있는 경우 섭취를 금하십시오.

특정 원료 성분에 알레르기 체질은 원료 성분을 확인 후 섭취하십시오.",
"1일 1회, 1회 1정을 물과 함께 섭취",닥터비 간 솔루션 밀크씨슬7," 1.  간 건강에 도움을 줄 수 있음

 1. 탄수화물과 에너지 대사에 필요

 1. 체내 에너지 생성에 필요

 1. 체내 에너지 생성에 필요

 1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

 1. 단백질 및 아미노산 이용에 필요 2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요",주식회사한미양행,알약,," 1.  알레르기 반응이 나타나는 경우에는 섭취 중단  2.  설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의
알레르기 체질이신 경우 성분을 확인 한 후 섭취하시기 바랍니다.",
"1일 1회, 1회 1캡슐(1캡슐 당 500 mg)을 물과 함께 섭취",밀크씨슬5," 1.  간 건강에 도움을 줄 수 있음

 1. 탄수화물과 에너지 대사에 필요

 1. 체내 에너지 생성에 필요

 1. 세포와 혈액생성에 필요 2. 태아 신경관의 정상 발달에 필요 3. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

 1. 체내 에너지 생성에 필요",(주)한국씨엔에스팜,캡슐,," 1.  알레르기 반응이 나타나는 경우에는 섭취 중단  2.  설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취에 주의",
"1일 1회, 2캡슐을 물과 함께 섭취하십시오.",당엔 컴파운드케이 혈당마스터," 1. 면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음

 1. 식후 혈당상승 억제에 도움을 줄 수 있음

 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요",한국네츄럴팜,캡슐,,"의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의",
"1일 2회, 아침, 저녁으로 2스푼(2g)씩 물과 함께 섭취하시기 바랍니다.",녹십초스피루리나아연플러스분말," 1. 피부건강에 도움을 줄 수 있음  2. 항산화에 도움을 줄 수 있음  3. 혈중 콜레스테롤  개선에 도움을 줄 수 있음

 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요",(주)녹십초알로에,분말,,알레르기 체질이신 경우 성분을 확인한 후 섭취 여부를 결정하십시오.,
"1일 1회, 1회 1정을 물과 함께 섭취하십시오.",씨케이30, 1. 면역력 증진에 도움을 줄 수 있음 2. 피로개선에 도움을 줄 수 있음 3. 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음 4. 기억력 개선에 도움을 줄 수 있음 5. 항산화에 도움을 줄 수 있음,(주)엠진바이오,알약,,"유통기한을 확인하기 바라며, 섭취량 및 섭취방법을 준수하시기 바랍니다.
특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.
어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오.
의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의하십시오.
제품의 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.",
"1일1회, 1회1포를 섭취하십시오.",하루보감,"[홍삼제품]면역력 증진?피로개선?혈소판 응집억제를 통한 혈액흐름?기억력 개선?항산화에 도움을 줄 수 있음
[테아닌제품]스트레스로 인한 긴장완화에 도움을 줄 수 있음",고려홍삼원(주),액상,,"의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의
 1.  카페인 함유음료(커피, 홍차, 녹차 등)와의 병용 섭취에 주의 
 2.  임산부, 수유부, 어린이 및 수술전후 환자는 섭취에 주의",
"1일3회,1회당2정을물과함께섭취한다.",대한민국 간호보ND-1,"[헛개나무과병추출분말]알콜성손상으로부터간을보호하는데도움을줄수있음(생리활성기능2등급)
[비타민C] 1. 결합조직형성과기능유지에필요 2. 철의흡수에필요 3. 유해산소로부터세포를보호하는데필요",(주)아리바이오,알약,,"[헛개나무과병추출분말] -임산부 수유부 섭취에 주의
-특이체질등알러지체질인경우에는성분을확인하신후섭취하십시오.
-섭취시목에걸릴수있으므로반드시물과함께섭취하십시오.
-섭취시소화불량,위장장애증상이있을경우섭취를중단하십시오.
-섭취전제품에이상이있는경우섭취를금하십시오.
-개인의신체상태에따라이상이발생될경우섭취를중단하십시오.",
"1일 1회, 1회 1정을 물과 함께 섭취하십시오.",철분, 1. 체내 산소운반과 혈액생성에 필요 2. 에너지 생성에 필요,(주)한국씨엔에스팜,알약,,특히 6세 이하는 과량섭취하지 않도록 주의,
"1일 2회, 1회 1캡슐을 물과 함께 섭취",오메가-3 프리미엄,[오메가-3지방산함유유지 제품] 1. 혈중 중성지질 개선 2. 혈행개선,(주)한국씨엔에스팜,캡슐,," 1.  어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오. 

 2.  특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.",
"동봉된 스푼을 이용하여 1일 3회, 1회당 한스푼(1g 상당)씩 온수 또는 냉수 80ml에 넣고 저은 후 섭취",홍삼정홍삼농축액,"[홍삼제품] 1. 면역력 증진에 도움을 줄 수 있음 2. 피로개선에 도움을 줄 수 있음 3. 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음 4. 기억력 개선에 도움을 줄 수 있음 5. 항산화에 도움을 줄 수 있음

[홍삼(원료성)] 1. 면역력 증진에 도움을 줄 수 있음 2. 피로개선에 도움을 줄 수 있음 3. 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음 4. 기억력 개선에 도움을 줄 수 있음 5. 항산화에 도움을 줄 수 있음",대동고려삼(주),액상,,"[홍삼제품]의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의

홍삼성분에 특이반응이 있거나 알레르기 체질인 경우 성분확인 후 섭취

제품의 개봉 또는 섭취시에 포장재에 의해 상처를 입을 수도 있으니 주의가 필요

의약품(당뇨치료제,혈액항응고제)복용 시 섭취에 주의",
"1일 1회, 1회 1정을 충분한 물과 함께 섭취하십시오.",프리미엄밀크씨슬골드,[밀크씨슬추출물]“간 건강에 도움을 줄 수 있음” (기타기능II),코스맥스바이오(주),알약,,"[밀크씨슬추출물] 1.  알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오  2.  설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오

섭취 시 목에 걸리거나 불편할 수 있으므로 반드시 물과 함께 섭취하십시오. 

섭취 시 위장장애, 소화불량의 증상이 있을 경우 섭취를 중단하십시오. 

개인의 신체 상태에 따라 이상 증상이 생길 경우 섭취를 중단하십시오. 

섭취 전 제품에 이상이 있는 경우 섭취를 금하십시오.

특정 원료 성분에 알레르기 체질은 원료 성분을 확인 후 섭취하십시오.",
"1일 3회, 1회 2캡슐을 물과 함께 섭취하십시오.",다이나미스 크레아틴,[크레아틴(2007-13)]근력 운동 시에 운동수행능력 향상에 도움을 줄 수 있음(기타기능II),(주)유유헬스케어,캡슐,,"[크레아틴(2007-13)] 1. 신장에 영향을 미치는 약물을 복용하거나 신장 이상의 위험이 있는 사람은 의사와 상담 후에 섭취하여야 합니다. 2. 어린이, 임산부, 수유부는 섭취를 삼가야 합니다. 3. 카페인은 크레아틴의 기능을 감소시킬 수 있습니다. 4. 크레아틴의 섭취는 탈수를 동반할 수 있으므로 충분한 물과 함께 섭취하여야 합니다. 5. 과다 섭취하지 마십시오.",
"1일 2회, 1회 7캡슐을 물과 함께 섭취하십시오.",스쿠알렌프러스,[스쿠알렌 제품] 1. 항산화에 도움을 줄 수 있음,(주)한국씨엔에스팜,캡슐,," 1.  어린이의 경우 섭취 시 목에 걸릴 우려가 있으니 보호자의 지도하에 섭취하십시오. 

 2.  특이체질, 알레르기 체질의 경우 성분을 확인하시고 섭취하여 주시기 바랍니다.",
"1일 2회, 1회 1정씩 씹어서 섭취하십시오.",코코몽 츄츄,"[비타민B1] 1. 탄수화물과 에너지 대사에 필요

[비타민B2] 1. 체내 에너지 생성에 필요

[비타민B6] 1. 단백질 및 아미노산 이용에 필요 2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[나이아신] 1. 체내 에너지 생성에 필요

[비타민C] 1. 결합조직 형성과 기능유지에 필요 2. 철의 흡수에 필요 3. 유해산소로부터 세포를 보호하는데 필요

[아연] 1. 정상적인 면역기능에 필요 2. 정상적인 세포분열에 필요",일양약품(주),알약,,"1) 유통기한을 확인하시기 바라며, 특정원료에 알레르기 및 과민증이 있는 체질이신 경우

  성분을 확인한 후 섭취여부를 결정하시고 섭취 외 다른 용도로 사용하지 마십시오.

2) 섭취량을 준수하시고 과량 섭취하지 마십시오.

3) 어린이가 섭취할 때는 보호자의 관리감독 하에 주의하여 섭취시켜 주십시오.

4) 그대로 삼킬 경우 목에 걸릴 우려가 있으니 반드시 씹거나 녹여서 섭취하십시오.",
"1일 2회, 1회 1포씩 입안에서 녹여 섭취하십시오.입안",비타민C 골드, 1. 결합조직 형성과 기능유지에 필요 2. 철의 흡수에 필요 3. 유해산소로부터 세포를 보호하는데 필요,이앤에스(주),분말,,"1) 특정질환, 특이체질, 알레르기체질인 경우는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인 후 섭취하십시오.

2) 유통기한을 확인하시기 바라며, 권장섭취량 및 섭취방법을 준수하시기 바랍니다.

3) 어린이가 섭취할 때는 보호자의 관리감독 하에 주의하여 섭취시켜 주십시오.",
"1일 1회, 1회 2정(1,200mg)을 물과 함께 섭취하십시오.",고려은단 비타민C1000 이지,"[비타민C]  1. 결합조직 형성과 기능유지에 필요 2. 철의 흡수에 필요 3. 유해산소로부터 세포를 보호하는데 필요

[비타민D]  1. 칼슘과 인이 흡수되고 이용되는데 필요 2. 뼈의 형성과 유지에 필요 3. 골다공증발생 위험 감소에 도움을 줌",고려은단(주),알약,,"(1) 임산부와 수유기 여성은 섭취 시 전문가와 상담하시기 바랍니다.
(2) 공복에 섭취 시 위장장애로 설사를 유발 할 수 있으니 음식물과 함께 섭취하거나 식후에 섭취하십시오.
(3) 알레르기 체질이신 경우 성분을 확인 후 섭취하십시오.
(4) 제품이 변질 및 변색된 경우에는 섭취하지 마시고 소비자 상담실로 문의하시기 바랍니다.
(5) 포장재에 의하여 상처를 입을 수 있으니 주의가 필요합니다.",
"1일 2회, 1회 1포씩 섭취하십시오.",위키즈락토아이,[프로바이오틱스 제품]유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음,(주)뉴팜,분말,,#NAME?,
"1일 1회, 1회 2캡슐을 충분한 물과 함께 섭취하십시오. 1일 2회, 1회 1캡슐을 충분한 물과 함께 섭취하십시오.",초록입홍합플러스,관절건강에 도움이 될 수 있습니다,코스맥스바이오(주),캡슐,, 1.  혈전용해제를 복용하시는 분은 의사와 상담하여 주시기 바랍니다.,
"1일 2회, 1회 1.5g (동봉된 스푼 이용)을 그대로 또는 온수나 냉수                                     80~100ml에 타서 드십시오.",고려홍삼정,[홍삼제품] 1. 면역력 증진 2. 피로개선 3. 혈소판 응집 억제를 통한 혈액흐름 4. 기억력 개선 5. 항산화에 도움을 줄 수 있음,(주)다정,액상,,#NAME?,
"1일 1회, 1회 1포씩 직접 또는 물, 우유, 분유와 함께 섭취",퓨어 키즈 프로바이오틱스,[프로바이오틱스] 1. 유산균 증식 및 유해균 억제에 도움을 줄 수 있음  2. 배변활동 원활에 도움을 줄 수 있음,네이처퓨어코리아(주),분말,," 1.  과량섭취 시 부작용이 있을 수 있음.
 2.  특정원료에 알레르기가 있거나 질병치료 약물투여 중인 분은 섭취 전 전문가와 상의하십시오.
 3.  유통기한이 경과된 제품은 섭취하지 마십시오.",
